"","gene1","gene2"
"60167","PKP1","DSC1"
"60168","JUP","DSC1"
"60171","TAF10","SAP130"
"60172","TAF10","KAT2A"
"60173","TAF10","TAF5"
"60174","TAF10","TAF6"
"60175","TAF10","SUPT7L"
"60176","TAF10","TAF8"
"60184","TAF8","TAF6"
"60185","TAF8","TAF10"
"60186","TAF8","TAF13"
"60187","TAF8","TAF5"
"60189","TAF8","SUPT7L"
"60190","TAF8","SUPT7L"
"60191","TAF8","SUPT7L"
"60192","ATXN7","TRRAP"
"60193","ATXN7","KAT2A"
"60194","ATXN7","TAF10"
"60195","TAF8","TAF5"
"60196","TAF8","TAF6"
"60197","TAF8","TAF8"
"60198","TAF8","TAF10"
"60199","TAF8","SUPT7L"
"60200","RPE65","SLC27A1"
"60201","RPE65","SLC27A1"
"60202","RPE65","SLC27A1"
"60203","EGFR","UBC"
"60204","NFKBIA","CUL1"
"60205","RNF7","CUL1"
"60209","GHR","Ubc"
"60210","MYC","UBC"
"60213","UBE3A","UBE2L3"
"60214","MYC","UBE2L3"
"60221","NR4A2","RUNX1"
"60222","RUNX1","NR4A2"
"60223","MDM2","TP53"
"60224","NFKBIA","UBC"
"60225","APOE","UBC"
"60231","TRIM28","E2F1"
"60232","MYC","MAX"
"60233","MYC","CCNT1"
"60235","CCNT1","MAX"
"60237","HDAC4","NUP155"
"60238","NUP155","HDAC4"
"60239","NUP155","HDAC4"
"60240","HDAC4","NUP155"
"60242","NPPB","HDAC4"
"60243","CACNA1C","HDAC4"
"60244","FGFR2","PGR"
"60245","FGFR2","STAT5A"
"60246","FGFR2","STAT5B"
"60247","PGR","FGFR2"
"60248","PGR","STAT5A"
"60249","PGR","STAT5B"
"60250","STAT5A","FGFR2"
"60251","STAT5A","PGR"
"60252","STAT5B","FGFR2"
"60253","STAT5B","PGR"
"60254","MDM2","TP53"
"60255","TP53","MDM2"
"60256","TP53","MDM2"
"60260","TRAPPC8","C5orf44"
"60262","TRAPPC2L","C5orf44"
"60263","C5orf44","TRAPPC8"
"60265","TRAPPC2L","TRAPPC8"
"60266","LRP6","NPC1"
"60267","APOB","LRP6"
"60268","SIN3A","PHF12"
"60269","SIN3A","PHF12"
"60273","MLL5","TP53"
"60275","HSP90AA1","RAF1"
"60280","CREBBP","KAT6A"
"60283","CREBBP","KAT6A"
"60287","DNMT3L","DNMT3A"
"60289","DNMT3L","HIST2H3C"
"60290","DNMT3L","HIST2H4A"
"60291","DNMT3L","HIST2H2AC"
"60292","DNMT3L","HIST2H2BE"
"60297","HIRA","CABIN1"
"60299","HDAC5","NFATC1"
"60300","MTA1","HDAC2"
"60301","NFATC1","HDAC5"
"60302","KAT2B","NFATC1"
"60306","SMARCA4","TP53"
"60308","BACH1","BRCA1"
"60310","BACH1","BARD1"
"60311","BARD1","BRCA1"
"60314","BARD1","BACH1"
"60320","BRCA1","BARD1"
"60321","BRCA1","BACH1"
"60324","HDAC4","ATXN1"
"60325","MYEF2","ATXN1"
"60328","CHUK","HIST2H3C"
"60329","CHUK","HIST2H3C"
"60333","PIM1","HIST2H3C"
"60335","MAX","PIM1"
"60336","MAX","MYC"
"60337","PIM1","MAX"
"60338","PIM1","MYC"
"60339","MYC","MAX"
"60340","MYC","PIM1"
"60348","RUVBL1","FBL"
"60350","NPM1","HDAC2"
"60358","NUFIP1","RUVBL1"
"60360","PIH1D1","RUVBL1"
"60362","PIH1D1","FBL"
"60366","GFI1","PRDM5"
"60375","TAF1B","TAF1D"
"60376","TAF1C","TAF1D"
"60380","TAF1B","TAF1D"
"60381","TAF1C","TAF1D"
"60382","TAF1D","TAF1B"
"60383","TAF1D","TAF1C"
"60385","TAF1D","Tbp"
"60386","TAF1D","UBTF"
"60387","TAF1D","UBTF"
"60389","EFNA5","GRIP1"
"60395","CHD3","PCNT"
"60396","CHD4","PCNT"
"60397","CHD4","PCNT"
"60398","PCNT","CHD4"
"60399","CHD3","PCNT"
"60400","PCNT","CHD3"
"60401","PCNT","MBD3"
"60402","PCNT","MTA2"
"60409","HDAC3","SKI"
"60411","SKI","HDAC3"
"60466","UBE2I","MDM2"
"60467","MDM2","UBE2I"
"60469","TP53","MDM2"
"60473","SMAD3","UBC"
"60474","CREB1","CCDC6"
"60475","CCDC6","CREB1"
"60476","CCDC6","CREB1"
"60477","CCDC6","ATF2"
"60478","CCDC6","CREB1"
"60479","CCDC6","PPP1CA"
"60480","PPP1CA","CREB1"
"60481","CCDC6","CREB1"
"60485","AURKB","HIST1H3A"
"60486","GSG2","HIST1H3A"
"60487","AURKB","HIST1H3A"
"60488","GSG2","HIST1H3A"
"60489","CREBBP","TP53"
"60490","CREBBP","BCL6"
"60491","CCL2","CDC6"
"60492","CCL2","ORC2"
"60493","CCL2","ORC4"
"60494","CCL2","MCM2"
"60496","CCL2","MCM7"
"60498","CCL2","PCNA"
"60499","CDC6","CCL2"
"60500","ORC2","CCL2"
"60501","ORC4","CCL2"
"60502","MCM2","CCL2"
"60504","MCM7","CCL2"
"60506","PCNA","CCL2"
"60507","ORC2","CBX5"
"60508","RARA","HDAC2"
"60512","HDAC2","RARA"
"60513","MEN1","WT1"
"60514","WT1","MEN1"
"60515","WT1","SUZ12"
"60516","WT1","EZH2"
"60517","WT1","DNMT1"
"60518","EZH2","SUZ12"
"60519","EZH2","WT1"
"60520","EZH2","DNMT1"
"60521","SUZ12","EZH2"
"60522","SUZ12","WT1"
"60523","SUZ12","DNMT1"
"60527","PITX3","MTA1"
"60529","NR2C1","PML"
"60530","SF1","PML"
"60531","SP1","PML"
"60532","SMARCA4","PML"
"60533","STAT6","JUN"
"60534","JUN","STAT6"
"60540","CBL","ZAP70"
"60541","TP53","UBC"
"60542","VHL","HIF1A"
"60543","VHL","EPAS1"
"60545","VHL","HIF1A"
"60546","VHL","HIF1A"
"60547","IRAK1","TRAF6"
"60548","TRAF6","IRAK1"
"60549","STRA13","UBE2I"
"60550","STRA13","UBC"
"60551","JAK2","UBC"
"60553","SMURF1","SMAD5"
"60554","SMURF1","SMAD6"
"60555","SMURF1","SMAD7"
"60556","SMAD7","SMURF1"
"60558","SMURF1","TGFBR2"
"60560","SMAD7","UBC"
"60561","CBX5","CBX1"
"60562","CBX5","CBX3"
"60563","CBX1","CBX3"
"60564","CBX1","CBX5"
"60565","NME1","STRAP"
"60566","STRAP","NME1"
"60571","YBX1","TP53"
"60572","TP53","HDAC2"
"60573","NME1","NME1"
"60574","NME1","NME2"
"60575","STRAP","STRAP"
"60578","STRAP","SMAD7"
"60579","ESRRA","KAT2B"
"60580","KAT2B","ESRRA"
"60586","CCND1","HDAC3"
"60588","CUL1","E2F1"
"60592","E2F1","UBC"
"60595","UBC","ATF4"
"60596","RASGRF2","UBC"
"60597","KRAS","RASGRF2"
"60598","NFKBIA","RELA"
"60600","RNF20","RNF40"
"60613","HDAC2","SP1"
"60616","HDAC2","OVOL1"
"60617","HDAC3","OVOL1"
"60618","OVOL1","HDAC2"
"60619","OVOL1","HDAC3"
"60637","MSL3","PRKDC"
"60638","MSL3","MSL1"
"60640","YWHAQ","SAMSN1"
"60641","YWHAZ","SAMSN1"
"60642","SFN","SAMSN1"
"60644","YWHAE","SAMSN1"
"60645","YWHAG","SAMSN1"
"60647","SAMSN1","YWHAG"
"60649","SAMSN1","SAP30"
"60650","SAP30","SAMSN1"
"60653","SAMSN1","Sap30"
"60654","C14orf169","MYC"
"60655","MYC","C14orf169"
"60656","C14orf169","TRRAP"
"60657","C14orf169","KAT5"
"60661","HCFC1","E2F1"
"60663","HCFC1","E2F4"
"60664","HCFC1","E2F1"
"60666","HCFC1","E2F4"
"60667","E2F4","SIN3A"
"60668","E2F1","ASH2L"
"60669","E2F4","ASH2L"
"60673","NKX3-1","KAT2B"
"60674","KAT2B","NKX3-1"
"60677","SRF","SMARCA4"
"60682","HDAC3","CREB3"
"60683","HDAC3","CREB3"
"60684","CREB3","HDAC3"
"60685","HDAC3","CREB3"
"60686","CREB3","HDAC3"
"60688","CREB1","HDAC2"
"60691","SIAH1","PHC2"
"60692","SIAH1","PHC2"
"60695","MDM2","CDKN2A"
"60696","TP53","UBC"
"60697","UBC","TSC2"
"60698","TSC1","TSC2"
"60699","UBC","TSC1"
"60700","UBC","HERC3"
"60701","SMAD1","SMURF2"
"60702","SMAD2","SMURF2"
"60703","SMAD3","SMURF2"
"60704","SMAD1","SMURF2"
"60705","SMAD2","SMURF2"
"60706","SMAD3","SMURF2"
"60707","NR3C1","UBC"
"60715","FANCD2","H2AFX"
"60716","H2AFX","FANCD2"
"60723","IST1","CHMP1B"
"60724","TP53","UBC"
"60725","TP53","MDM2"
"60726","ATG7","ATG12"
"60727","GABARAPL2","ATG7"
"60730","PIK3R1","UBC"
"60731","CBL","PIK3R1"
"60732","MDM2","TP53"
"60733","TP53","MDM2"
"60734","CUL1","CDC34"
"60738","TP53","MDM2"
"60739","SMARCA2","DPF2"
"60740","SMARCA4","DPF2"
"60741","SMARCA2","SMARCC1"
"60742","SMARCA4","SMARCC1"
"60743","DPF2","SMARCC1"
"60744","DPF2","SMARCA2"
"60745","DPF2","SMARCA4"
"60746","DPF2","SMARCD1"
"60747","DPF2","SMARCB1"
"60748","DPF2","SMARCA2"
"60749","DPF2","SMARCA4"
"60750","DPF2","SMARCD1"
"60751","DPF2","SMARCB1"
"60752","DPF2","RELA"
"60753","DPF2","RELB"
"60754","DPF2","REL"
"60755","DPF2","NFKB1"
"60756","DPF2","NFKB2"
"60757","SMARCA2","SMARCC2"
"60758","SMARCA2","SMARCC1"
"60759","SMARCA2","SMARCD1"
"60760","SMARCA2","ACTL6A"
"60761","SMARCA2","SMARCE1"
"60762","SMARCA2","ZMAT3"
"60763","SMARCA2","BCL7A"
"60764","SMARCA2","DPF2"
"60766","SMARCA4","SMARCC2"
"60767","SMARCA4","SMARCC1"
"60768","SMARCA4","SMARCB1"
"60769","SMARCA4","SMARCD1"
"60770","SMARCA4","ACTL6A"
"60771","SMARCA4","SMARCE1"
"60772","SMARCA4","HDAC2"
"60773","SMARCA4","NPM1"
"60774","SMARCA4","NONO"
"60775","SMARCA4","KPNA2"
"60776","SMARCA4","BCL7A"
"60777","SMARCA4","DPF2"
"60778","PPM1D","H2AFX"
"60781","SNCA","UBC"
"60783","VHL","HIF1A"
"60784","VHL","HIF1A"
"60785","HIF1A","VHL"
"60786","NFKBIA","UBC"
"60787","MAPK11","CCND1"
"60788","NOTCH1","UBC"
"60789","NOTCH1","ITCH"
"60790","ITCH","NOTCH1"
"60791","SETMAR","PCNA"
"60792","SETMAR","RAD9A"
"60793","PCNA","SETMAR"
"60794","RAD9A","SETMAR"
"60795","HIF1A","VHL"
"60796","VHL","HIF1A"
"60797","EPAS1","VHL"
"60799","CDKN1A","UBC"
"60800","VHL","HIF1A"
"60801","VHL","EPAS1"
"60803","VHL","TCEB2"
"60804","VHL","TCEB1"
"60805","VHL","HIF1A"
"60806","VHL","EPAS1"
"60807","MDM2","CDKN2A"
"60808","UBC","KRT8"
"60810","CCNE1","CDKN1A"
"60811","CCNE1","CDKN1B"
"60812","CDK2","HIST1H1A"
"60884","C20orf20","SRCAP"
"60885","C20orf20","BRD8"
"60886","C20orf20","EPC1"
"60887","C20orf20","EPC2"
"60888","C20orf20","KPNB1"
"60890","C20orf20","MBTD1"
"60891","C20orf20","HSPA4"
"60892","C20orf20","HNRNPM"
"60897","C20orf20","TUBB2A"
"60898","C20orf20","TUBA1A"
"60899","C20orf20","KPNA2"
"60900","C20orf20","KAT5"
"60902","C20orf20","RUVBL1"
"60904","C20orf20","ACTL6A"
"60906","C20orf20","ACTB"
"60907","C20orf20","ACTG1"
"60909","C20orf20","C20orf20"
"60910","C20orf20","MRFAP1"
"60911","C20orf20","H2AFV"
"60912","C20orf20","HIST2H2BE"
"60917","C20orf20","SIN3B"
"60920","KDM5A","SIN3B"
"60921","KDM5A","HDAC2"
"60929","HDAC2","SP3"
"60930","UBC","EGFR"
"60935","SMAD2","SMAD4"
"60936","SMAD2","UBC"
"60937","SMAD4","UBC"
"60938","CCND1","UBC"
"60939","UBC","HIF1A"
"60940","NOS1","UBC"
"60950","HIST1H3A","PELP1"
"60951","PELP1","HIST1H3A"
"60952","MAF","HDAC2"
"60953","MAF","SIN3A"
"60956","UBE2I","HIC1"
"60957","SENP3","HIC1"
"60958","PIAS1","HIC1"
"60959","PIAS2","HIC1"
"60961","HIC1","HDAC4"
"60962","NFKBIA","CUL1"
"60963","NFKBIA","NEDD8"
"60967","CUL1","SKP1"
"60970","PELP1","HIST1H3A"
"60972","SENP3","PELP1"
"60974","PELP1","SENP3"
"60981","CDK1","MLL5"
"60983","HDAC3","HIF1A"
"60985","HDAC3","HIF1A"
"60993","TAF12","TAF1C"
"60995","TAF1C","TAF12"
"60996","DOT1L","NPM1"
"60997","DOT1L","HNRNPM"
"60998","DOT1L","MLLT3"
"60999","DOT1L","MLLT1"
"61001","DOT1L","HIST1H1C"
"61002","DOT1L","DDX21"
"61003","DOT1L","HIST1H2BB"
"61004","DOT1L","GRWD1"
"61006","DOT1L","HIST1H2AA"
"61007","DOT1L","THOC4"
"61008","DOT1L","CSDA"
"61010","DOT1L","GNL3"
"61011","DOT1L","H1FX"
"61012","DOT1L","HIST1H1A"
"61014","MLLT3","AFF1"
"61015","MLLT3","BCOR"
"61017","MLLT3","DOT1L"
"61018","MLLT3","AFF3"
"61019","MLLT3","ACACA"
"61021","MLLT3","CCNT1"
"61022","MLLT3","NIPBL"
"61023","MLLT3","EAF1"
"61024","MLLT3","ELL3"
"61025","MLLT3","PCGF1"
"61026","MLLT3","MLLT1"
"61027","MLLT3","EEF2"
"61028","MLLT3","ELL"
"61030","MLLT1","AFF1"
"61032","MLLT1","CSNK2A1"
"61034","MLLT1","DOT1L"
"61035","MLLT1","BCOR"
"61036","MLLT1","CBX8"
"61037","MLLT1","RFXAP"
"61039","MLLT1","ACACA"
"61040","MLLT1","CHD1"
"61041","MLLT1","ELL"
"61043","MLLT1","MLLT6"
"61044","NPM1","NCL"
"61045","NPM1","ACACA"
"61046","NPM1","HNRNPM"
"61048","NPM1","DDX21"
"61049","NPM1","HIST1H1C"
"61051","NPM1","YBX1"
"61052","NPM1","PC"
"61053","NPM1","CSDA"
"61054","NPM1","H1FX"
"61055","NPM1","HIST1H1A"
"61056","DOT1L","NPM1"
"61057","DOT1L","DDX21"
"61058","DOT1L","HNRNPM"
"61059","DOT1L","MLLT1"
"61070","CNOT8","PRMT1"
"61071","CNOT8","PRMT1"
"61072","PRMT1","KHDRBS1"
"61073","PRMT1","HIST4H4"
"61074","PRMT1","HNRNPA1"
"61075","CTCF","SMAD3"
"61076","SMAD3","CTCF"
"61077","CTCF","SMAD3"
"61078","ATR","MTA1"
"61079","MTA1","ATR"
"61080","PIAS2","MYC"
"61081","MYC","PIAS2"
"61082","CASP3","GMNN"
"61083","CSNK2A1","GMNN"
"61084","SMARCA2","GMNN"
"61085","GMNN","CDT1"
"61086","RANGAP1","RANBP2"
"61088","UBE2I","SUMO3"
"61091","CTCFL","SP1"
"61092","SNIP1","ATR"
"61101","CALB1","CACNA1D"
"61102","GRIP1","CREBBP"
"61104","TRIM28","PPP1CA"
"61105","TRIM28","PPP1CC"
"61106","PPP1CA","TRIM28"
"61107","PPP1CC","TRIM28"
"61108","PPP1CA","TRIM28"
"61109","PPP1CB","TRIM28"
"61110","PPP1CA","TRIM28"
"61111","TRIM28","PPP1CB"
"61112","PPP1CB","TRIM28"
"61113","TRIM28","PPP1CA"
"61114","TRIM28","PPP1CB"
"61115","TRIM28","HIST1H3A"
"61116","DDX5","SUMO2"
"61117","PIAS1","DDX5"
"61118","PIAS1","DDX5"
"61120","HDAC7","PPP1R12A"
"61121","HDAC7","PPP1CB"
"61122","HDAC7","PPP1R12A"
"61123","HDAC7","PPP1CB"
"61124","HDAC7","YWHAQ"
"61126","HDAC7","YWHAE"
"61127","PPP1R12A","HDAC7"
"61128","PPP1CB","HDAC7"
"61129","YWHAE","HDAC7"
"61130","RARA","SMARCD3"
"61138","SMARCD3","RARA"
"61139","SMARCE1","RARA"
"61141","RELA","CREBBP"
"61143","TP73","HDAC2"
"61144","PHOX2A","SP1"
"61145","SP1","PHOX2A"
"61149","CDKN2D","BRCA1"
"61150","BRCA1","CDKN2D"
"61151","CDKN2D","BRCA1"
"61152","CDKN2D","BRCA1"
"61153","CCND1","BRCA1"
"61154","CDK4","BRCA1"
"61155","UBTF","IRS1"
"61156","UBTF","PIK3CA"
"61157","BAZ1B","VDR"
"61158","TCF3","VDR"
"61159","TCF3","HDAC2"
"61160","TCF3","DNMT1"
"61162","BCL11B","HDAC2"
"61163","BCL11B","HDAC3"
"61164","SUV39H1","BCL11B"
"61165","SUV39H1","BCL11B"
"61170","ATM","Mcm3"
"61180","THRA","PRKDC"
"61181","THRA","NCOR1"
"61182","THRA","NCOR2"
"61185","THRA","LIG3"
"61186","THRA","XRCC5"
"61188","THRA","HSPA4"
"61189","THRA","TBL1XR1"
"61190","THRA","HDAC3"
"61191","THRA","GPS2"
"61192","THRB","PRKDC"
"61193","THRB","NCOR1"
"61194","THRB","NCOR2"
"61197","THRB","LIG3"
"61198","THRB","XRCC5"
"61200","THRB","HSPA4"
"61201","THRB","TBL1XR1"
"61202","THRB","HDAC3"
"61203","THRB","GPS2"
"61204","THRB","PRKDC"
"61205","THRB","NCOR1"
"61206","THRA","PRKDC"
"61207","THRA","NCOR1"
"61208","THRA","HDAC3"
"61209","THRA","TBL1X"
"61210","THRB","HDAC3"
"61211","THRB","TBL1X"
"61212","PRKDC","HDAC3"
"61216","DNAJA2","HIRA"
"61218","HIRA","DNAJA2"
"61221","CDC7","Mcm2"
"61222","CDC7","Mcm4"
"61223","CDC7","Mcm6"
"61224","CDC7","Mcm7"
"61227","SETMAR","SETMAR"
"61228","SETMAR","PRPF19"
"61229","E2F1","TOPBP1"
"61230","RARA","TADA3"
"61231","TADA3","RARA"
"61234","TADA3","TXNRD2"
"61236","TADA3","NR1I2"
"61237","RARA","RAC3"
"61238","FOS","JUN"
"61239","JUN","FOS"
"61240","SUPT6H","POLR2A"
"61241","Supt6h","POLR2A"
"61242","POLR2A","Supt6h"
"61245","E2F1","NRIP1"
"61246","E2F1","NRIP1"
"61247","NRIP1","E2F1"
"61248","NRIP1","E2F1"
"61249","CTCF","TRB@"
"61250","CTCF","RXRA"
"61251","TRB@","CTCF"
"61252","RXRA","CTCF"
"61253","RAD50","GEMIN2"
"61254","RAD50","GEMIN2"
"61255","GEMIN2","RAD50"
"61256","CREBBP","CREB1"
"61257","CREBBP","SMAD2"
"61258","ESRRA","KDM3B"
"61261","ESRRA","SPICE1"
"61262","ESRRA","DPF2"
"61263","ESRRA","DPF2"
"61264","DPF2","ESRRA"
"61265","ESRRA","DPF2"
"61266","DPF2","ESRRA"
"61267","ESRRA","DPF1"
"61268","ESRRA","DPF3"
"61269","DPF2","ESRRB"
"61270","DPF2","ESRRG"
"61271","DPF2","HIST1H3A"
"61272","DPF2","SMARCC1"
"61273","DPF2","SMARCC2"
"61276","CDK2","CCNA1"
"61277","CCNA1","SKP2"
"61278","CUL1","SKP1"
"61280","EGFR","UBC"
"61281","SMAD2","UBC"
"61282","SMAD3","UBC"
"61283","BIRC5","PRKDC"
"61286","BIRC5","H2AFX"
"61288","PRKDC","BIRC5"
"61291","TAF1","HIST1H4A"
"61292","TAF1","HIST1H3A"
"61295","Supt6h","POLR2A"
"61296","Supt6h","POLR2A"
"61298","Supt6h","SSPN"
"61299","SSPN","Supt6h"
"61307","HDAC2","CSNK2A1"
"61308","HDAC2","TP53"
"61310","HDAC2","SAP30"
"61312","HDAC2","RBBP4"
"61313","HDAC2","MBD3"
"61314","HDAC2","RELA"
"61315","HDAC2","CREBBP"
"61317","HOXD13","HAND2"
"61318","HAND2","HOXD13"
"61319","ATF4","CEBPE"
"61321","NFATC4","LPIN1"
"61322","LPIN1","NFATC4"
"61323","LPIN1","PPARA"
"61324","PPARA","LPIN1"
"61325","NFATC4","CEBPA"
"61326","MECP2","SP1"
"61327","MECP2","SP3"
"61328","SP3","MECP2"
"61329","SIX3","MTA1"
"61330","ZNF382","CBX1"
"61334","HSP90AA1","TP53"
"61338","SKP1","NFKBIA"
"61339","IKBKB","UBC"
"61340","MDM2","TP53"
"61344","UBL5","SART1"
"61345","SART1","UBL5"
"61346","HDAC3","L3MBTL2"
"61347","L3MBTL2","HDAC3"
"61348","L3MBTL2","HDAC3"
"61349","HDAC3","L3MBTL2"
"61350","HIST1H4A","L3MBTL2"
"61351","L3MBTL2","HIST1H4A"
"61352","MYC","MAX"
"61353","MLXIPL","MLX"
"61360","NR0B2","SIRT6"
"61361","NR0B2","SIRT7"
"61363","NR5A2","NR0B2"
"61365","smad1-b","UBC"
"61366","SMURF1","smad1-b"
"61369","HSPA5","EIF2AK3"
"61373","MAPK3","VDR"
"61375","MAPK3","RXRA"
"61376","MAPK3","ELK1"
"61377","MAPK1","VDR"
"61379","MAPK1","RXRA"
"61380","MAPK1","ELK1"
"61381","SFPQ","MAPK1"
"61382","SFPQ","PRKCI"
"61383","MAPK1","SFPQ"
"61384","MBD3","DDX5"
"61385","CHD3","DDX5"
"61390","CBX3","TRIM28"
"61408","DPY30","ARFGEF1"
"61414","KDM6B","SMAD4"
"61415","KDM6B","SMAD1"
"61418","KPNB1","RANBP1"
"61419","KPNB1","NUP153"
"61420","PBRM1","HIST1H3A"
"61421","PBRM1","HIST1H3A"
"61422","PBRM1","HIST1H4A"
"61423","PBRM1","HIST2H2BE"
"61424","PBRM1","HIST2H2AC"
"61426","SOX2","MECP2"
"61427","MECP2","SOX2"
"61429","MYOD1","KAT2B"
"61435","SP1","PPARG"
"61436","PPARG","SP1"
"61438","PRKDC","H2AFX"
"61439","PRKDC","HIST1H1A"
"61443","ESR2","ESR2"
"61445","ESR2","HSP90AA1"
"61446","JAK2","STAT1"
"61447","STAT1","JAK2"
"61448","PRKCE","STAT1"
"61449","STAT1","PRKCE"
"61450","JAK2","HSP90AA1"
"61455","STAT1","SMARCA4"
"61456","HSF1","SMARCA4"
"61462","EP400","KAT5"
"61463","EP400","KAT5"
"61464","KAT5","HIST1H3A"
"61465","KAT5","HIST1H4A"
"61470","EGFR","UBC"
"61471","EGFR","CBL"
"61472","VHL","UBC"
"61473","VHL","UBC"
"61475","VHL","TCEB1"
"61477","ETV6","UBE2I"
"61478","UBE2I","ETV6"
"61479","SATB1","UBE2I"
"61480","SATB1","UBR5"
"61482","SATB1","CBX4"
"61483","SATB1","PIAS1"
"61484","SATB1","PIAS3"
"61485","SATB1","PIAS4"
"61487","PIAS1","SATB1"
"61488","SATB1","PIAS1"
"61489","SATB1","PIAS1"
"61490","PIAS1","SATB1"
"61491","RAD23A","UBE3A"
"61493","UBE3A","RAD23A"
"61495","EGFR","UBC"
"61496","ERBB3","UBC"
"61497","CBL","Pdgfrb"
"61498","TP53","UBC"
"61499","TP53","MDM2"
"61500","CDKN1B","UBC"
"61502","FBXW11","CUL1"
"61503","FBXW11","SKP1"
"61504","CDKN1B","UBC"
"61505","MTA1","HDAC2"
"61512","TBX2","EGR1"
"61513","TBX2","EGR1"
"61515","SMARCB1","RB1CC1"
"61516","RB1CC1","SMARCB1"
"61517","RB1CC1","SMARCB1"
"61518","RB1CC1","TP53"
"61519","PRMT1","BRCA1"
"61520","PRMT1","BRCA1"
"61524","SETD7","E2F1"
"61539","TRIM33","TAL1"
"61540","TRIM33","TCF12"
"61541","TRIM33","TCF3"
"61542","TRIM33","LDB1"
"61543","TRIM33","RUNX1T1"
"61544","TRIM33","CBFA2T3"
"61545","TRIM33","SSBP2"
"61547","TRIM33","SSBP4"
"61548","TRIM33","LYL1"
"61549","TRIM33","TCF4"
"61550","TRIM33","RUNX1"
"61551","TRIM33","SUPT16H"
"61552","TRIM33","SSRP1"
"61553","TRIM33","TRIM33"
"61554","TRIM33","TAL1"
"61555","TRIM33","SUPT16H"
"61557","TAL1","TRIM33"
"61558","TAL1","TAL1"
"61559","TAL1","SUPT16H"
"61565","SUPT16H","TRIM33"
"61566","SUPT16H","TAL1"
"61567","SUPT16H","SUPT16H"
"61569","PCGF2","USP7"
"61573","USP7","PCGF2"
"61577","USP7","CBX8"
"61584","CBX8","USP7"
"61586","CBX8","CBX8"
"61589","USP7","PCGF2"
"61590","USP7","CBX8"
"61603","HDAC2","SMARCA4"
"61604","HDAC9","SMARCA4"
"61605","CBX5","CHAF1A"
"61606","CBX5","CHAF1B"
"61607","CBX5","RBBP4"
"61608","CBX5","CBX3"
"61609","CBX5","CBX3"
"61610","CBX5","CHAF1A"
"61611","CBX5","CHAF1B"
"61612","CBX5","RBBP4"
"61613","CBX5","CBX3"
"61614","CBX5","CHAF1A"
"61615","CBX5","CHAF1B"
"61616","CBX5","RBBP4"
"61617","CBX5","HIST3H3"
"61618","CBX5","HIST4H4"
"61621","JAK2","PRMT5"
"61622","PRMT5","JAK2"
"61623","JAK2","PRMT5"
"61629","HCFC1","OGT"
"61630","PRMT1","ASH2L"
"61632","ASH2L","RBBP5"
"61633","ASH2L","WDR5"
"61634","CHD4","HIST1H3A"
"61635","CHD4","HIST1H3A"
"61636","NR0B2","Prmt5"
"61637","NR0B2","SMARCA2"
"61639","NR0B2","NR5A2"
"61649","MEF2A","HDAC7"
"61652","KAT2B","TP53"
"61653","MDM2","HIST3H3"
"61654","MDM2","HIST3H3"
"61656","MDM2","SUV39H1"
"61657","MDM2","HIST3H3"
"61658","TP73","MDM2"
"61659","MDM2","TP53"
"61660","MDM2","TP53"
"61662","CDK2","CDKN1A"
"61663","CDK2","CCNE1"
"61697","NCOR2","GPS2"
"61698","NCOR2","TBL1X"
"61699","TBL1X","GPS2"
"61700","NCOR2","GPS2"
"61701","LEPR","SOCS3"
"61702","ASH1L","HIST1H3A"
"61703","CUL1","SKP2"
"61704","CUL1","SKP1"
"61706","NFKBIA","SKP1"
"61707","NFKBIA","FBXW11"
"61708","FBXW11","CUL1"
"61709","FBXW11","SKP1"
"61725","KLF2","SMURF1"
"61726","KLF2","SMURF1"
"61727","SMURF1","KLF2"
"61728","KLF2","UBC"
"61735","RBBP5","ASH2L"
"61736","RBBP5","WDR5"
"61737","WDR5","RBBP5"
"61738","WDR5","RBBP5"
"61740","CHD4","ATM"
"61741","ATM","CHD4"
"61742","CHD4","ATM"
"61743","ATM","CHD4"
"61745","CHAF1A","ANP32A"
"61747","CHAF1A","CBX5"
"61748","CHAF1A","DDX41"
"61749","CHAF1A","EIF3C"
"61750","CHAF1A","GTF2I"
"61751","CHAF1A","HMGB2"
"61752","CHAF1A","NONO"
"61753","CHAF1A","PCNA"
"61754","CHAF1A","PAF1"
"61755","CHAF1A","PRKDC"
"61756","CHAF1A","PRPF31"
"61757","CHAF1A","RBM3"
"61761","CHAF1A","XRCC5"
"61762","CHAF1A","YWHAZ"
"61764","CHAF1A","YWHAZ"
"61766","CHAF1A","XRCC5"
"61768","CHAF1A","HMGB2"
"61769","CHAF1A","DDX41"
"61770","CHAF1A","PCNA"
"61771","CHAF1A","CBX5"
"61774","CHAF1A","XRCC5"
"61776","CHAF1A","ANP32A"
"61778","CHAF1A","HMGB2"
"61779","CHAF1A","DDX41"
"61781","XRCC5","CHAF1A"
"61782","YWHAQ","CHAF1A"
"61783","AVPR2","VCP"
"61785","AVPR2","UBC"
"61786","LYN","CENPV"
"61787","CENPV","LYN"
"61788","LYN","UBC"
"61789","CDC7","RAD18"
"61790","RAD18","CDC7"
"61792","FBXO4","TERF1"
"61793","FBXO4","TERF1"
"61794","TERF1","FBXO4"
"61795","RIPK1","UBC"
"61798","RPS27L","MDM2"
"61800","RPS27L","MDM2"
"61802","RPS27L","UBC"
"61803","SMURF1","WFS1"
"61804","SMURF1","WFS1"
